country,region,dev_level,year,gdp_growth,gdp_level,inflation,policy_rate,unemployment,current_account,debt_to_gdp,fx_change,biz_confidence,fin_stress_idx,shock_event_x,equities,bonds,real_estate,commodities,cash,shock_event_y
France,Europe,developed,1985,1.663,101.66,0.497,3.702,4.591,-3.151,60.84,-1.804,51.48,0.0,,-9.68,-5.04,6.65,7.12,2.79,
France,Europe,developed,1986,1.755,103.45,-0.83,3.3,4.5,-0.502,57.96,-1.084,58.32,0.0,,22.74,7.35,17.83,7.56,2.49,
France,Europe,developed,1987,-0.176,103.27,-0.418,2.188,5.49,-1.35,61.28,1.916,53.45,0.8,Black Monday,9.18,11.47,-0.02,-20.28,1.89,Black Monday
France,Europe,developed,1988,0.221,103.49,0.406,1.336,5.485,-1.521,62.34,0.494,45.89,0.0,,-3.08,11.94,5.4,28.13,0.5,
France,Europe,developed,1989,0.778,104.3,1.539,1.62,3.816,-0.248,65.89,-3.558,48.82,0.0,,11.6,11.68,1.8,0.57,1.26,
France,Europe,developed,1990,0.865,105.2,2.097,2.041,5.497,0.937,69.41,5.452,50.43,0.6,Gulf War / S&L crisis,-0.99,5.37,-3.65,1.29,1.89,Gulf War / S&L crisis
France,Europe,developed,1991,-0.255,104.93,2.586,2.436,4.864,-2.065,76.66,0.538,46.13,0.5,Recession,1.51,-0.6,12.74,13.94,1.76,Recession
France,Europe,developed,1992,0.833,105.81,2.422,2.539,4.865,-2.584,79.7,3.759,53.59,0.0,,-6.65,-1.33,11.53,7.54,2.4,
France,Europe,developed,1993,0.874,106.73,1.972,2.466,4.436,-0.756,83.86,-3.398,54.89,0.0,,5.22,-0.69,14.73,-5.11,2.15,
France,Europe,developed,1994,0.903,107.69,2.319,2.197,5.213,2.491,88.07,-3.065,54.86,0.0,,-8.99,0.65,16.04,-7.37,2.11,
France,Europe,developed,1995,1.395,109.2,1.011,2.152,4.485,1.112,90.57,0.939,58.09,0.0,,-16.97,1.87,7.42,28.98,1.48,
France,Europe,developed,1996,2.257,111.66,-1.045,1.599,3.789,-3.504,92.52,3.471,52.68,0.0,,21.88,11.73,5.42,-3.58,1.4,
France,Europe,developed,1997,1.889,113.77,-0.961,0.979,4.794,-1.085,95.26,-2.794,58.16,1.2,Asian Financial Crisis,-8.58,5.09,19.08,9.21,0.79,Asian Financial Crisis
France,Europe,developed,1998,1.894,115.93,-0.601,1.031,3.348,2.365,96.44,0.432,51.51,1.0,LTCM / Russia default,11.09,9.71,15.46,-6.69,1.34,LTCM / Russia default
France,Europe,developed,1999,1.547,117.72,0.515,1.174,4.552,-0.018,99.35,-0.332,60.76,0.0,,28.73,8.53,4.23,-12.67,0.9,
France,Europe,developed,2000,0.694,118.54,1.861,1.978,4.227,4.459,103.72,2.044,51.91,0.0,,10.05,-4.63,12.04,22.41,1.85,
France,Europe,developed,2001,-0.035,118.5,1.677,2.175,5.718,0.363,104.67,1.806,50.87,0.9,Dot-com bust / 9-11,-4.54,1.58,6.75,0.08,1.98,Dot-com bust / 9-11
France,Europe,developed,2002,0.362,118.92,2.336,2.255,4.355,-1.736,104.07,0.433,49.3,0.7,Corporate scandals,12.42,9.79,-3.77,6.23,1.81,Corporate scandals
France,Europe,developed,2003,0.482,119.5,-0.056,1.404,5.319,-1.329,107.09,-2.105,55.59,0.0,,8.58,11.0,16.7,23.06,1.32,
France,Europe,developed,2004,0.75,120.39,0.628,2.284,5.383,-0.613,108.41,-0.179,53.5,0.0,,7.73,4.38,-6.32,22.59,1.84,
France,Europe,developed,2005,0.975,121.57,0.626,2.705,4.456,4.599,111.18,4.043,53.64,0.0,,15.06,8.86,-2.91,-11.3,2.76,
France,Europe,developed,2006,1.784,123.74,0.361,2.135,4.338,1.977,113.43,-2.021,50.61,0.0,,15.26,2.24,8.4,18.9,2.1,
France,Europe,developed,2007,0.957,124.92,-0.685,1.739,5.084,-0.027,111.22,0.484,52.03,0.0,,-7.25,15.23,16.69,-0.4,1.12,
France,Europe,developed,2008,-0.25,124.61,-0.644,1.12,5.978,0.9,115.09,-4.03,45.67,3.0,Global Financial Crisis,8.71,12.15,-10.78,-3.36,1.89,Global Financial Crisis
France,Europe,developed,2009,-2.298,121.74,0.207,0.24,6.313,0.357,116.88,-2.716,35.74,2.5,GFC trough,-5.83,6.38,-7.24,26.88,0.46,GFC trough
France,Europe,developed,2010,-1.461,119.97,-0.277,0.124,5.155,1.424,117.0,-0.389,44.28,0.0,,23.38,9.74,18.59,-11.21,0.15,
France,Europe,developed,2011,-0.126,119.82,0.818,0.158,5.312,-4.214,119.07,4.41,48.87,0.6,Euro debt crisis,10.96,13.39,11.55,-7.3,0.15,Euro debt crisis
France,Europe,developed,2012,0.422,120.32,1.533,0.831,3.79,-3.365,121.66,-1.23,55.05,0.0,,-9.66,-6.78,16.62,-2.75,0.63,
France,Europe,developed,2013,0.602,121.05,0.119,0.234,3.324,-0.468,123.19,-0.225,54.82,0.0,,21.77,13.36,15.71,31.13,0.35,
France,Europe,developed,2014,1.646,123.04,0.399,0.0,4.486,1.111,125.31,2.503,50.84,0.0,,18.27,6.41,3.19,16.93,0.0,
France,Europe,developed,2015,2.735,126.4,-0.218,0.418,2.789,-1.861,129.72,0.204,58.92,0.4,China slowdown,8.34,5.43,6.95,-4.43,0.91,China slowdown
France,Europe,developed,2016,2.668,129.77,0.181,1.104,3.548,-3.561,129.74,1.708,58.21,0.0,,29.01,1.22,9.04,-16.42,1.15,
France,Europe,developed,2017,1.536,131.77,0.006,0.785,4.049,-2.752,130.33,-0.799,56.36,0.0,,10.36,-4.07,12.54,8.96,0.96,
France,Europe,developed,2018,2.112,134.55,0.328,0.705,4.014,-1.633,129.68,-1.319,53.65,0.0,,13.95,3.05,28.65,2.77,0.82,
France,Europe,developed,2019,1.361,136.38,0.832,1.143,3.526,0.05,131.28,1.093,53.54,0.0,,5.82,8.36,-0.89,-4.19,0.61,
France,Europe,developed,2020,-2.376,133.14,-0.114,0.742,6.703,-4.428,135.25,1.306,39.8,2.8,COVID-19,-15.32,16.97,-5.95,10.75,1.09,COVID-19
France,Europe,developed,2021,0.371,133.63,1.303,0.266,3.642,1.886,135.3,-0.642,46.42,0.2,COVID recovery / stimulus,9.79,10.23,14.77,4.39,0.45,COVID recovery / stimulus
France,Europe,developed,2022,-0.993,132.31,3.443,0.597,5.685,0.905,138.58,0.104,50.12,1.0,Inflation / rate hike cycle,25.2,1.08,-1.86,-12.29,0.81,Inflation / rate hike cycle
France,Europe,developed,2023,-1.21,130.71,2.521,1.399,6.237,-2.844,140.94,2.62,47.54,0.4,Rates plateau,17.26,2.5,-11.7,-7.35,1.35,Rates plateau
France,Europe,developed,2024,-0.315,130.29,2.282,1.488,5.302,-0.505,143.58,0.132,47.14,0.0,,6.59,5.42,3.36,18.28,1.37,
Italy,Europe,developed,1985,1.519,101.52,4.831,5.338,4.402,-1.52,63.66,-0.606,58.62,0.0,,13.59,0.78,6.8,11.66,4.26,
Italy,Europe,developed,1986,2.145,103.7,4.519,6.34,2.755,3.181,66.98,1.55,55.28,0.0,,10.99,3.82,10.78,11.02,5.1,
Italy,Europe,developed,1987,1.11,104.85,4.316,6.609,4.586,2.169,66.52,1.403,53.05,0.8,Black Monday,-9.48,-0.76,-1.04,2.19,5.28,Black Monday
Italy,Europe,developed,1988,1.01,105.91,2.776,6.692,3.288,1.297,66.57,0.024,53.85,0.0,,-10.45,-7.63,-25.82,1.65,6.38,
Italy,Europe,developed,1989,1.759,107.77,2.578,6.295,3.867,2.546,70.37,-0.795,56.62,0.0,,27.21,-2.39,2.25,-18.26,4.96,
Italy,Europe,developed,1990,-0.041,107.73,3.083,5.51,5.396,0.257,78.38,-2.375,48.32,0.6,Gulf War / S&L crisis,-14.69,2.57,-3.04,7.02,4.88,Gulf War / S&L crisis
Italy,Europe,developed,1991,0.448,108.21,4.046,5.521,4.888,0.004,82.16,-1.861,50.6,0.5,Recession,-2.69,2.27,-9.37,-16.29,4.24,Recession
Italy,Europe,developed,1992,-0.323,107.86,3.845,5.886,5.048,-3.23,87.68,0.326,46.48,0.0,,8.55,0.95,-16.23,2.9,4.63,
Italy,Europe,developed,1993,-0.11,107.74,2.375,5.292,4.786,2.457,89.83,1.318,47.93,0.0,,22.15,1.34,5.7,19.5,4.21,
Italy,Europe,developed,1994,0.366,108.14,2.287,5.562,4.55,-3.145,90.45,-1.0,47.78,0.0,,3.92,6.73,1.35,8.65,4.33,
Italy,Europe,developed,1995,0.821,109.02,1.957,6.352,3.721,0.407,91.68,-0.824,53.84,0.0,,9.79,1.56,2.32,16.98,5.6,
Italy,Europe,developed,1996,-0.48,108.5,2.255,6.804,5.013,0.52,97.74,-0.254,46.26,0.0,,3.17,7.89,2.18,25.44,5.77,
Italy,Europe,developed,1997,-1.905,106.43,2.985,6.439,5.446,0.253,101.15,-1.202,41.48,1.2,Asian Financial Crisis,-7.01,10.32,-11.66,-17.59,5.62,Asian Financial Crisis
Italy,Europe,developed,1998,-2.292,103.99,3.6,5.725,5.815,3.846,107.93,-0.135,35.63,1.0,LTCM / Russia default,-10.72,-0.92,-2.38,24.22,4.38,LTCM / Russia default
Italy,Europe,developed,1999,-1.737,102.19,3.438,5.697,5.823,-0.062,111.87,-3.165,41.21,0.0,,9.62,-8.42,-6.2,30.91,4.74,
Italy,Europe,developed,2000,-0.454,101.72,2.156,5.39,4.817,0.223,115.04,3.058,49.63,0.0,,2.35,8.59,-14.19,4.05,4.6,
Italy,Europe,developed,2001,-1.727,99.97,2.678,4.917,5.575,0.628,118.36,1.732,38.68,0.9,Dot-com bust / 9-11,17.22,-0.47,-6.73,-11.45,3.87,Dot-com bust / 9-11
Italy,Europe,developed,2002,-1.847,98.12,2.075,4.454,6.473,1.258,125.99,4.663,37.81,0.7,Corporate scandals,9.56,6.54,-6.87,-5.52,3.62,Corporate scandals
Italy,Europe,developed,2003,-1.043,97.1,1.219,3.844,5.206,-2.114,127.65,0.096,42.0,0.0,,-3.8,0.05,-0.32,-3.03,3.04,
Italy,Europe,developed,2004,0.023,97.12,0.741,4.732,4.763,0.144,128.86,3.94,53.45,0.0,,5.42,7.29,-2.88,0.21,4.67,
Italy,Europe,developed,2005,0.495,97.6,0.015,4.32,4.192,2.925,134.0,0.936,44.76,0.0,,30.55,1.32,-4.21,-13.76,3.99,
Italy,Europe,developed,2006,0.082,97.68,1.063,4.575,5.514,-3.184,138.42,2.462,45.36,0.0,,-1.08,6.86,17.95,2.39,4.1,
Italy,Europe,developed,2007,0.356,98.03,1.569,4.32,3.896,-0.651,141.45,-0.017,49.79,0.0,,11.15,1.89,11.37,-9.88,4.07,
Italy,Europe,developed,2008,-2.398,95.68,2.354,4.371,6.047,-0.819,146.51,-4.863,34.0,3.0,Global Financial Crisis,-21.58,5.5,-17.55,-12.76,3.59,Global Financial Crisis
Italy,Europe,developed,2009,-3.575,92.26,2.731,3.454,5.801,0.548,151.34,-5.104,32.1,2.5,GFC trough,-43.33,6.92,-11.58,13.11,3.06,GFC trough
Italy,Europe,developed,2010,-1.822,90.58,3.072,3.558,4.857,1.538,157.94,1.117,39.77,0.0,,-8.19,2.48,-0.73,25.39,2.78,
Italy,Europe,developed,2011,-0.962,89.71,3.982,4.644,5.043,-0.453,163.99,-0.33,41.44,0.6,Euro debt crisis,-10.16,-2.29,-13.09,8.07,4.01,Euro debt crisis
Italy,Europe,developed,2012,-0.173,89.55,4.149,5.076,5.196,-0.517,171.49,-2.296,47.52,0.0,,17.77,7.37,19.77,2.92,4.24,
Italy,Europe,developed,2013,0.177,89.71,4.522,4.919,4.256,-4.075,176.03,-2.843,49.58,0.0,,-12.05,4.91,2.38,14.07,3.84,
Italy,Europe,developed,2014,0.83,90.45,3.604,5.319,4.436,1.344,181.55,-1.715,52.95,0.0,,8.9,3.04,2.72,-6.25,4.88,
Italy,Europe,developed,2015,1.368,91.69,3.488,5.023,4.644,-2.169,188.74,1.752,55.77,0.4,China slowdown,29.56,-3.59,7.77,-39.3,4.47,China slowdown
Italy,Europe,developed,2016,1.421,92.99,3.123,5.522,4.104,0.471,195.18,-1.311,54.07,0.0,,-16.55,-0.51,-8.42,0.67,4.95,
Italy,Europe,developed,2017,0.649,93.6,2.147,4.667,5.04,3.618,202.57,-3.146,54.88,0.0,,-17.02,2.11,-1.47,26.94,4.1,
Italy,Europe,developed,2018,1.64,95.13,1.852,4.72,3.176,0.533,204.82,0.594,52.15,0.0,,-6.54,1.11,16.47,14.04,3.74,
Italy,Europe,developed,2019,1.856,96.9,2.801,4.641,3.504,-4.312,208.58,-1.254,53.08,0.0,,5.07,0.98,0.2,-21.81,3.74,
Italy,Europe,developed,2020,-1.036,95.89,2.171,4.097,5.241,2.143,214.94,-4.508,36.6,2.8,COVID-19,6.83,5.0,-6.57,3.54,4.15,COVID-19
Italy,Europe,developed,2021,1.642,97.47,3.405,4.357,4.397,-1.561,220.3,0.832,47.69,0.2,COVID recovery / stimulus,7.31,7.19,-0.54,0.11,3.71,COVID recovery / stimulus
Italy,Europe,developed,2022,1.346,98.78,2.886,4.379,4.84,-0.635,221.95,-2.303,56.69,1.0,Inflation / rate hike cycle,-5.79,2.04,8.87,-8.74,3.72,Inflation / rate hike cycle
Italy,Europe,developed,2023,-0.144,98.64,3.082,4.556,4.476,-1.166,225.04,1.558,50.8,0.4,Rates plateau,10.23,-0.47,9.44,4.4,3.82,Rates plateau
Italy,Europe,developed,2024,-0.839,97.81,2.643,4.231,6.066,-2.7,233.35,-0.109,43.02,0.0,,-22.25,2.63,4.25,29.3,3.77,
Spain,Europe,developed,1985,1.594,101.59,2.359,4.815,4.251,-2.456,58.03,-0.567,48.58,0.0,,20.73,-3.15,2.75,21.87,3.83,
Spain,Europe,developed,1986,1.244,102.86,1.76,4.234,5.379,0.113,60.88,-3.181,51.15,0.0,,18.88,7.56,6.6,-1.75,3.3,
Spain,Europe,developed,1987,1.262,104.16,1.272,4.343,3.768,-0.573,62.21,0.847,49.63,0.8,Black Monday,25.23,8.1,4.93,-3.65,3.7,Black Monday
Spain,Europe,developed,1988,1.284,105.49,1.429,3.815,4.601,0.477,64.35,-0.39,55.6,0.0,,10.13,6.26,11.17,-8.71,2.8,
Spain,Europe,developed,1989,1.322,106.89,1.498,3.721,5.188,-2.681,68.22,-3.336,53.96,0.0,,9.35,-4.59,2.95,-4.57,3.31,
Spain,Europe,developed,1990,1.716,108.72,2.399,3.9,3.862,0.062,70.06,-1.392,52.22,0.6,Gulf War / S&L crisis,30.4,-6.61,22.47,-0.18,3.42,Gulf War / S&L crisis
Spain,Europe,developed,1991,1.006,109.82,2.031,3.525,3.817,0.781,73.63,0.754,54.41,0.5,Recession,-11.12,9.04,4.54,2.08,2.42,Recession
Spain,Europe,developed,1992,1.307,111.25,2.539,3.787,4.301,-1.062,80.51,-0.766,51.27,0.0,,9.01,7.14,3.5,21.2,3.56,
Spain,Europe,developed,1993,1.741,113.19,2.833,3.425,4.691,-0.188,80.59,2.428,56.23,0.0,,2.21,10.18,7.12,4.58,2.94,
Spain,Europe,developed,1994,1.047,114.37,4.288,4.218,4.471,3.18,83.61,-0.442,50.64,0.0,,7.64,-12.13,2.65,-16.06,4.07,
Spain,Europe,developed,1995,1.634,116.24,4.411,4.706,3.788,0.26,86.17,-3.09,49.67,0.0,,26.55,4.66,2.13,-10.52,3.8,
Spain,Europe,developed,1996,2.065,118.64,2.048,4.698,3.729,2.616,87.77,1.605,53.97,0.0,,32.05,-0.57,-14.14,18.97,4.44,
Spain,Europe,developed,1997,1.637,120.58,2.996,4.605,4.68,-1.987,91.2,1.847,53.67,1.2,Asian Financial Crisis,22.91,8.01,10.86,4.08,3.29,Asian Financial Crisis
Spain,Europe,developed,1998,2.518,123.62,2.26,4.06,3.244,1.321,94.66,0.427,50.92,1.0,LTCM / Russia default,7.07,5.98,3.07,0.52,3.16,LTCM / Russia default
Spain,Europe,developed,1999,2.848,127.14,1.428,4.449,5.005,0.733,98.23,-0.514,51.69,0.0,,-1.02,12.2,21.37,3.36,3.87,
Spain,Europe,developed,2000,2.275,130.03,0.868,3.569,4.724,0.546,101.36,0.022,55.17,0.0,,-0.78,7.35,21.35,-19.96,3.17,
Spain,Europe,developed,2001,1.885,132.48,1.185,3.654,3.96,-0.684,101.18,-3.411,52.13,0.9,Dot-com bust / 9-11,12.66,7.25,17.41,33.14,3.04,Dot-com bust / 9-11
Spain,Europe,developed,2002,1.467,134.43,0.477,3.309,4.293,-4.312,101.99,1.571,53.43,0.7,Corporate scandals,14.58,6.1,-0.22,6.3,3.01,Corporate scandals
Spain,Europe,developed,2003,0.908,135.65,1.108,3.539,4.934,-0.191,103.86,-0.691,53.67,0.0,,10.17,0.54,1.58,-4.07,2.76,
Spain,Europe,developed,2004,1.298,137.41,1.99,3.606,4.76,0.189,108.16,2.045,50.83,0.0,,12.12,5.66,13.57,-9.56,2.89,
Spain,Europe,developed,2005,0.389,137.94,3.427,3.968,3.948,-1.428,112.88,-0.687,49.44,0.0,,24.16,1.75,3.89,1.18,3.71,
Spain,Europe,developed,2006,1.632,140.2,2.504,3.74,4.29,0.781,116.65,1.971,54.68,0.0,,23.17,8.26,6.18,-9.44,3.76,
Spain,Europe,developed,2007,2.018,143.02,2.396,3.894,4.045,0.43,120.95,1.292,55.18,0.0,,20.14,0.23,17.63,-4.35,3.73,
Spain,Europe,developed,2008,-1.172,141.35,3.201,3.931,5.683,4.413,123.98,-0.129,41.36,3.0,Global Financial Crisis,7.15,1.29,-1.47,13.55,4.13,Global Financial Crisis
Spain,Europe,developed,2009,-1.076,139.83,2.438,3.939,5.139,-0.703,128.52,-3.684,46.09,2.5,GFC trough,-17.12,13.6,-4.6,-16.91,3.31,GFC trough
Spain,Europe,developed,2010,-0.364,139.32,2.285,4.916,5.379,-1.439,131.13,-1.671,51.9,0.0,,2.3,-0.75,3.12,17.42,4.25,
Spain,Europe,developed,2011,-0.292,138.91,2.866,4.776,5.512,-1.693,133.01,0.489,49.87,0.6,Euro debt crisis,-6.3,3.41,-0.53,6.32,4.39,Euro debt crisis
Spain,Europe,developed,2012,0.481,139.58,2.245,4.872,4.388,-1.043,134.92,2.829,53.1,0.0,,7.75,-3.09,-2.52,5.73,4.48,
Spain,Europe,developed,2013,1.223,141.29,3.394,6.122,3.534,-1.477,137.8,-1.82,49.83,0.0,,19.94,10.82,1.64,15.44,4.77,
Spain,Europe,developed,2014,1.238,143.04,2.342,5.957,4.407,0.962,142.91,1.404,51.97,0.0,,9.88,-2.18,0.44,48.92,5.15,
Spain,Europe,developed,2015,2.521,146.64,2.451,5.059,3.238,-3.481,146.39,-0.079,54.1,0.4,China slowdown,-2.63,4.32,-0.47,-10.78,4.93,China slowdown
Spain,Europe,developed,2016,3.597,151.92,3.0,5.535,2.736,-1.998,149.82,0.346,53.42,0.0,,24.09,2.25,2.19,-0.3,5.17,
Spain,Europe,developed,2017,3.09,156.61,3.011,5.528,3.048,-1.079,153.02,0.178,59.54,0.0,,13.9,-14.5,23.95,6.99,4.8,
Spain,Europe,developed,2018,3.466,162.04,2.773,5.401,3.486,1.222,155.59,1.649,61.6,0.0,,24.45,3.23,11.37,-2.14,4.22,
Spain,Europe,developed,2019,3.874,168.32,4.241,5.489,3.07,0.023,158.8,-1.671,55.23,0.0,,15.47,5.97,0.65,-5.87,5.03,
Spain,Europe,developed,2020,0.461,169.09,3.168,5.447,4.372,-2.199,164.0,-0.28,52.11,2.8,COVID-19,-13.14,2.46,-9.19,1.32,4.16,COVID-19
Spain,Europe,developed,2021,3.112,174.36,4.573,5.462,2.8,3.166,165.93,-2.56,57.26,0.2,COVID recovery / stimulus,3.03,0.29,6.03,22.3,5.19,COVID recovery / stimulus
Spain,Europe,developed,2022,1.88,177.63,5.636,5.93,4.675,-1.612,167.63,1.094,54.18,1.0,Inflation / rate hike cycle,20.58,3.91,-1.73,-4.58,5.05,Inflation / rate hike cycle
Spain,Europe,developed,2023,1.238,179.83,3.213,5.558,4.354,2.331,170.02,-0.233,54.32,0.4,Rates plateau,10.81,6.5,5.73,1.89,4.96,Rates plateau
Spain,Europe,developed,2024,-0.0,179.83,3.998,5.151,5.166,0.493,176.82,0.803,42.87,0.0,,17.69,6.6,0.44,-8.51,4.12,
Netherlands,Europe,developed,1985,1.529,101.53,2.111,3.712,4.474,1.579,63.43,-0.462,48.28,0.0,,0.53,4.53,10.03,-17.8,3.0,
Netherlands,Europe,developed,1986,1.374,102.92,2.422,3.337,4.629,1.817,65.9,-6.254,49.6,0.0,,11.84,-1.5,9.86,-1.07,2.62,
Netherlands,Europe,developed,1987,2.362,105.35,1.984,2.636,4.437,0.027,70.01,0.559,55.68,0.8,Black Monday,10.06,5.17,0.48,-0.48,2.38,Black Monday
Netherlands,Europe,developed,1988,2.489,107.98,2.545,3.881,4.241,-3.161,72.97,2.119,59.83,0.0,,2.05,-6.33,-5.32,-2.4,2.9,
Netherlands,Europe,developed,1989,2.111,110.26,3.368,4.556,5.231,-1.5,74.32,-1.023,53.81,0.0,,4.89,9.59,-5.97,-0.05,4.51,
Netherlands,Europe,developed,1990,0.829,111.17,1.094,3.977,4.77,-0.986,80.88,0.298,54.75,0.6,Gulf War / S&L crisis,9.25,3.55,1.53,8.89,3.89,Gulf War / S&L crisis
Netherlands,Europe,developed,1991,0.379,111.59,2.063,3.955,5.495,0.112,84.77,0.714,49.08,0.5,Recession,-2.88,0.73,-8.62,4.42,2.94,Recession
Netherlands,Europe,developed,1992,1.027,112.74,3.838,4.164,4.696,2.516,89.8,-0.528,45.42,0.0,,1.12,-2.97,12.81,-3.46,3.66,
Netherlands,Europe,developed,1993,1.58,114.52,1.694,4.597,4.295,1.999,90.76,-3.013,54.73,0.0,,-11.55,4.36,-5.45,-3.16,4.57,
Netherlands,Europe,developed,1994,1.665,116.43,1.362,4.343,5.551,1.669,95.55,1.879,58.6,0.0,,19.59,3.39,30.4,-10.65,4.04,
Netherlands,Europe,developed,1995,1.635,118.33,-0.154,3.674,4.588,-1.94,97.76,-0.737,58.59,0.0,,-9.06,4.66,-4.68,6.17,3.14,
Netherlands,Europe,developed,1996,2.176,120.9,0.798,3.684,3.894,0.395,97.81,-4.012,55.89,0.0,,6.9,9.76,2.36,7.82,3.38,
Netherlands,Europe,developed,1997,1.846,123.14,2.174,4.358,4.862,-1.996,99.95,0.909,59.81,1.2,Asian Financial Crisis,-13.73,-0.11,2.48,12.38,4.13,Asian Financial Crisis
Netherlands,Europe,developed,1998,2.413,126.11,2.909,4.354,3.352,1.578,100.43,-0.749,53.69,1.0,LTCM / Russia default,3.52,0.6,-3.57,8.48,3.61,LTCM / Russia default
Netherlands,Europe,developed,1999,3.265,130.23,2.443,3.49,3.62,-1.398,102.59,-0.306,57.34,0.0,,10.36,0.99,13.33,-4.45,2.73,
Netherlands,Europe,developed,2000,3.423,134.68,1.128,3.24,3.63,-1.228,101.34,1.599,61.93,0.0,,19.74,-12.22,4.83,-13.88,3.11,
Netherlands,Europe,developed,2001,2.14,137.57,-0.35,3.088,3.1,0.618,101.96,-1.615,52.23,0.9,Dot-com bust / 9-11,2.39,3.44,5.4,-7.04,2.5,Dot-com bust / 9-11
Netherlands,Europe,developed,2002,1.515,139.65,-0.437,2.846,4.019,1.96,105.0,-0.664,49.79,0.7,Corporate scandals,8.38,4.62,2.4,-13.36,2.07,Corporate scandals
Netherlands,Europe,developed,2003,0.648,140.55,0.283,2.359,3.49,-1.071,105.75,3.667,46.51,0.0,,9.2,7.68,-4.17,13.7,2.23,
Netherlands,Europe,developed,2004,0.121,140.73,1.514,2.868,4.567,-1.264,109.86,-4.508,44.72,0.0,,18.04,6.59,10.54,35.56,2.35,
Netherlands,Europe,developed,2005,0.422,141.32,2.851,2.907,4.839,2.268,116.9,-1.409,51.01,0.0,,-5.32,-4.43,19.86,30.06,2.19,
Netherlands,Europe,developed,2006,1.91,144.02,1.463,3.324,3.536,0.205,119.01,-1.755,51.83,0.0,,1.62,2.1,17.01,-16.12,2.24,
Netherlands,Europe,developed,2007,2.098,147.04,2.367,3.434,3.986,1.142,119.66,1.369,57.7,0.0,,36.84,4.04,10.91,0.61,3.06,
Netherlands,Europe,developed,2008,0.936,148.42,2.623,3.366,4.916,1.638,121.82,-5.13,43.86,3.0,Global Financial Crisis,-22.56,0.7,-0.99,-32.03,2.77,Global Financial Crisis
Netherlands,Europe,developed,2009,-1.144,146.72,2.15,3.627,5.27,-3.685,121.91,-13.135,41.68,2.5,GFC trough,-12.42,5.32,-8.63,-13.39,2.54,GFC trough
Netherlands,Europe,developed,2010,-1.072,145.15,1.558,3.013,5.316,2.645,126.65,0.165,45.94,0.0,,4.92,4.49,-7.64,3.46,2.47,
Netherlands,Europe,developed,2011,-0.864,143.89,2.244,3.205,4.978,0.073,126.13,0.35,48.93,0.6,Euro debt crisis,-4.43,-5.43,7.26,-15.88,2.74,Euro debt crisis
Netherlands,Europe,developed,2012,-0.316,143.44,3.649,3.139,5.267,-0.072,129.21,-0.723,49.53,0.0,,-4.71,0.93,13.47,11.72,3.01,
Netherlands,Europe,developed,2013,0.772,144.55,4.421,3.69,5.022,-1.404,133.94,-2.25,55.2,0.0,,11.02,3.06,-9.47,-0.37,3.07,
Netherlands,Europe,developed,2014,2.405,148.02,3.839,3.274,3.523,2.464,137.64,-0.054,59.04,0.0,,26.56,-2.06,10.18,7.88,3.13,
Netherlands,Europe,developed,2015,2.415,151.6,4.236,4.255,4.554,0.718,142.52,-1.285,53.43,0.4,China slowdown,7.05,4.36,-8.53,-19.71,2.93,China slowdown
Netherlands,Europe,developed,2016,3.335,156.65,3.961,5.05,3.394,-1.173,145.7,2.284,60.0,0.0,,20.99,2.95,13.08,-5.38,4.12,
Netherlands,Europe,developed,2017,1.974,159.75,3.397,5.888,3.906,-3.601,153.47,0.946,54.73,0.0,,5.29,8.56,15.74,16.08,5.1,
Netherlands,Europe,developed,2018,1.758,162.55,3.983,5.786,4.695,1.084,158.1,-0.304,53.87,0.0,,22.36,-0.47,-1.06,2.48,4.62,
Netherlands,Europe,developed,2019,2.446,166.53,2.894,5.074,4.084,1.262,162.73,0.547,55.15,0.0,,7.06,-4.02,12.72,12.19,4.74,
Netherlands,Europe,developed,2020,-0.193,166.21,2.469,4.629,4.941,4.041,163.86,-1.359,43.59,2.8,COVID-19,-27.87,15.38,-18.13,-16.19,3.75,COVID-19
Netherlands,Europe,developed,2021,2.195,169.86,1.757,4.62,3.712,-4.198,169.17,2.943,59.56,0.2,COVID recovery / stimulus,24.24,4.38,2.6,-8.58,3.51,COVID recovery / stimulus
Netherlands,Europe,developed,2022,1.462,172.34,3.943,5.425,5.11,2.267,171.7,-0.18,52.97,1.0,Inflation / rate hike cycle,15.7,5.69,10.66,9.77,3.82,Inflation / rate hike cycle
Netherlands,Europe,developed,2023,0.21,172.7,3.3,6.249,5.215,2.947,177.26,-0.536,50.87,0.4,Rates plateau,-14.86,5.44,-5.14,-4.88,4.98,Rates plateau
Netherlands,Europe,developed,2024,0.168,172.99,2.269,6.311,5.602,-1.982,184.5,-0.255,51.44,0.0,,12.87,6.42,2.64,-6.33,5.42,
Sweden,Europe,developed,1985,2.676,102.68,2.595,3.733,4.367,0.619,63.12,-1.905,62.05,0.0,,-4.1,1.1,-12.68,-19.58,3.08,
Sweden,Europe,developed,1986,2.889,105.64,3.007,3.363,3.144,2.476,65.46,-4.19,59.13,0.0,,41.45,-7.92,-1.34,7.45,3.39,
Sweden,Europe,developed,1987,2.14,107.9,3.978,3.819,4.032,2.358,65.85,-2.639,52.27,0.8,Black Monday,9.42,4.51,1.87,-3.56,3.27,Black Monday
Sweden,Europe,developed,1988,2.702,110.82,2.478,3.279,4.061,-1.206,66.91,-3.917,53.59,0.0,,4.54,5.49,-4.36,17.24,2.8,
